"","Site","Age.cal.BP","Hill_N1","Abies","Acer","Aconitum","Adonis","Aesculus","Alnus","Alnus.alnobetula","Amaranthaceae","Amaryllidaceae","Amygdaloideae","Andromeda","Apiaceae","Aquilegia","Arbutus","Arctostaphylos","Argania","Artemisia","Asparagaceae","Asteraceae","Asteraceae..Liguliflorae.","Asteroideae","Astragalus","Berberis","Betula","Betula..Chamaebetula.","Boraginaceae","Brassicaceae","Bruckenthalia","Buxus","Calluna","Campanulaceae","Caprifoliaceae","Caragana","Carduoideae","Carpinus.betulus","Carpinus.orientalis.Ostrya","Caryophyllaceae","Cassiope","Castanea","Cedrus","Celastraceae","Celtis","Ceratonia","Cichorioideae","Cistaceae","Cistus","Clematis","Colchicaceae","Convolvulaceae","Cornus","Corylus","Cotinus","Crassulaceae","Crataegus","Cupressaceae","Cyperaceae","Cytinaceae","Daphne","Delphinium","Dennstaedtiaceae","Diapensia","Dryas","Empetrum","Ephedra","Equisetum","Erica","Ericaceae","Euonymus","Euphorbiaceae","Fabaceae","Fabaceae..herbs.","Fagus","Frangula","Fraxinus","Genisteae","Gentianaceae","Geraniaceae","Halimium","Hedera","Helianthemum","Helleborus","Hippophae","Huperzia","Hypericaceae","Ilex","Impatiens","Iridaceae","Jasminum","Juglans","Juncaceae","Kalmia","Lamiaceae","Larix","Lavandula","Ledum","Ligustrum","Liliaceae","Linaceae","Linnaea","Linum","Lonicera","Lycopodium","Lysimachia","Lythraceae","Malus","Malvaceae","Melanthiaceae","Mercurialis","Montiaceae","Moraceae","Myrica","Myrtaceae","Nartheciaceae","Nerium","Nitrariaceae","Olea","Oleaceae","Onagraceae","Ononis","Ophioglossaceae","Orobanchaceae","Osmundaceae","Oxalidaceae","Oxyria.Rumex","Paliurus","Papaveraceae","Parrotia","Phillyrea","Picea","Picea.orientalis","Pinus..diploxylon.","Pinus..haploxylon.","Pistacia","Plantaginaceae","Platanus","Plumbaginaceae","Poaceae","Polemoniaceae","Polygalaceae","Polygonaceae","Polygonum","Polypodiales","Populus","Portulacaceae","Potentilla","Primulaceae","Prunus","Pteridaceae","Pterocarya","Quercus.deciduous","Quercus.evergreen","Quercus.intermediate","Ranunculaceae","Ranunculus","Resedaceae","Rhamnaceae","Rhamnus","Rhododendron","Rhus","Ribes","Rosaceae","Rosmarinus","Rubiaceae","Rubus","Ruscus","Salix","Salvia","Sambucus","Sanguisorba.group","Santalaceae","Saxifragaceae","Scrophulariaceae","Solanaceae","Sorbus","Styrax","Tamarix","Taxus","Teucrium","Thalictrum","Thymelaeaceae","Tilia","Tofieldia","Trollius","Ulmus","Ulmus.Zelkova","Urticaceae","Vaccinium","Valerianaceae","Verbenaceae","Viburnum","Violaceae","Viscum","Vitex","Ziziphus","Zygophyllaceae"
"241","El Portalet",7230,14.00553587,0,0,0,0,0,0,0,0.009478673,0,0,0,0.052132701,0,0,0,0,0.014218009,0,0,0,0,0,0,0.047393365,0,0,0.009478673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118483412,0,0,0,0.071090047,0.099526066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0.004739336,0,0,0,0,0,0,0,0,0,0,0.004739336,0,0,0,0,0,0,0.042654028,0,0,0,0,0.052132701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194312796,0,0,0,0,0,0.085308057,0,0,0,0,0.018957346,0,0,0,0,0,0,0,0.071090047,0,0,0.004739336,0,0,0,0.004739336,0,0,0,0.014218009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739336,0.018957346,0,0,0,0,0,0,0.052132701,0,0,0,0,0,0,0,0,0,0,0
"242","El Portalet",7247,11.96649637,0,0,0,0,0,0.004219409,0,0,0,0,0,0.042194093,0,0,0,0,0.021097046,0,0,0,0,0,0,0.054852321,0,0,0.004219409,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088607595,0,0,0,0.05907173,0.105485232,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0,0.008438819,0,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0,0,0.042194093,0,0,0,0,0.042194093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286919831,0,0,0.004219409,0,0,0.071729958,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0.071729958,0.004219409,0,0.004219409,0,0,0,0,0,0,0,0.008438819,0,0,0,0,0.004219409,0,0,0,0,0,0,0,0,0,0,0.004219409,0,0,0,0,0,0,0.050632911,0,0,0,0,0,0,0,0,0,0,0
"243","El Portalet",7264,11.78022456,0,0,0,0,0,0,0,0.004132231,0,0,0,0.037190083,0,0,0,0,0.016528926,0,0,0,0,0,0,0.061983471,0,0.004132231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0.082644628,0,0,0,0.061983471,0.082644628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016528926,0,0,0,0.004132231,0,0,0,0,0.004132231,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0.037190083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297520661,0,0,0,0,0,0.08677686,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0.074380165,0,0,0,0,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004132231,0.008264463,0,0,0,0,0,0,0.037190083,0,0,0,0,0,0,0,0,0,0,0
"244","El Portalet",7281,11.00058259,0,0,0,0,0,0.003952569,0,0,0,0,0,0.039525692,0,0,0,0,0.011857708,0,0,0,0,0,0,0.067193676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.051383399,0.067193676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003952569,0,0,0,0,0,0,0,0,0.003952569,0,0,0,0,0,0,0,0,0,0,0,0,0.035573123,0,0,0,0,0.031620553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320158103,0,0,0.003952569,0,0,0.090909091,0,0,0,0,0.015810277,0,0,0,0,0,0,0,0.079051383,0,0,0.003952569,0,0,0,0.003952569,0,0,0,0.011857708,0,0,0,0,0.003952569,0,0,0,0,0,0,0,0,0,0,0.015810277,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0
"245","El Portalet",7298,11.90481726,0,0,0,0,0,0,0,0.00390625,0,0,0,0.04296875,0,0,0,0,0.01953125,0,0,0,0,0,0,0.09375,0,0.00390625,0.00390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0.1015625,0,0,0,0.046875,0.0390625,0,0,0,0,0,0,0,0.00390625,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390625,0,0,0,0,0,0,0.01953125,0,0,0,0,0.02734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30859375,0,0,0,0,0,0.07421875,0,0,0,0,0.03125,0.00390625,0,0,0,0,0,0,0.08203125,0.00390625,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0.00390625,0,0,0,0,0,0,0,0,0,0.00390625,0.01953125,0,0,0,0,0,0,0.0390625,0,0,0,0,0,0,0,0,0,0,0
"246","El Portalet",7315,10.60111492,0,0,0,0,0,0.003921569,0,0.003921569,0,0,0,0.054901961,0,0,0,0,0.015686275,0,0,0,0,0,0,0.105882353,0,0,0,0,0.003921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011764706,0,0,0,0,0,0,0.105882353,0,0,0,0.039215686,0.007843137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003921569,0,0,0,0,0,0,0,0,0.003921569,0,0,0,0,0,0,0,0,0,0,0,0,0.015686275,0,0,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329411765,0,0,0,0,0,0.074509804,0,0,0,0,0.039215686,0,0,0,0,0,0,0,0.078431373,0,0,0,0,0,0,0,0,0,0,0.015686275,0,0,0,0,0.003921569,0,0,0,0,0,0,0,0,0,0.007843137,0.007843137,0,0,0,0,0,0,0.047058824,0,0,0,0,0,0,0,0,0,0,0
"247","El Portalet",7332,10.40796181,0,0,0,0,0,0,0,0,0,0,0,0.054151625,0,0,0,0,0.010830325,0,0,0,0,0,0,0.129963899,0,0,0.003610108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014440433,0,0,0,0,0,0,0.075812274,0,0,0,0.039711191,0.036101083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003610108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007220217,0,0,0,0,0.007220217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342960289,0,0,0.003610108,0,0,0.061371841,0,0,0,0,0.036101083,0,0,0,0,0,0,0,0.068592058,0,0,0.003610108,0,0,0,0.003610108,0,0,0,0.014440433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003610108,0.007220217,0,0,0,0.02166065,0,0,0.050541516,0,0,0,0,0,0,0,0,0,0,0
"248","El Portalet",7349,10.35693305,0,0,0,0,0,0,0,0.003367003,0,0,0,0.047138047,0,0,0,0,0.016835017,0,0,0,0,0,0,0.138047138,0,0.003367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006734007,0,0,0,0,0,0,0.084175084,0,0,0,0.033670034,0.026936027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32996633,0,0,0,0,0,0.077441077,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0,0,0,0,0,0,0.013468013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0.006734007,0,0,0,0.016835017,0,0,0.053872054,0,0.016835017,0,0,0,0,0,0,0,0,0
"249","El Portalet",7366,10.73118257,0,0,0,0,0,0.003289474,0,0,0,0,0,0.039473684,0,0,0,0,0.006578947,0,0,0,0,0,0,0.148026316,0,0,0,0,0.003289474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003289474,0,0,0,0,0,0,0.088815789,0,0,0,0.029605263,0.029605263,0,0,0,0,0,0,0,0.003289474,0,0,0,0,0,0.003289474,0,0,0,0.003289474,0,0,0,0,0,0,0,0,0,0,0.003289474,0,0,0,0,0,0,0.003289474,0,0,0,0,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319078947,0,0,0.003289474,0,0,0.078947368,0,0,0,0,0.036184211,0.003289474,0,0,0,0,0,0,0.072368421,0.003289474,0,0,0,0,0,0,0,0,0,0.009868421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0.003289474,0,0,0,0.013157895,0,0,0.059210526,0,0.009868421,0,0,0,0,0,0,0,0,0
"250","El Portalet",7383,10.00417104,0,0,0,0,0,0.00308642,0,0,0,0,0,0.033950617,0,0,0,0,0.00308642,0,0,0,0,0,0,0.148148148,0,0.00617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0.086419753,0,0,0,0.030864198,0.00617284,0,0,0,0,0,0,0,0,0,0,0.00308642,0,0,0.009259259,0,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015432099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354938272,0,0,0,0,0,0.058641975,0,0,0,0,0.030864198,0,0,0,0,0,0,0,0.064814815,0,0,0.00308642,0,0,0,0.00308642,0,0,0,0.00617284,0,0,0,0,0.00308642,0,0,0,0,0,0,0,0,0,0.012345679,0.00308642,0,0,0,0.021604938,0,0,0.064814815,0,0.012345679,0,0,0,0,0,0,0,0,0
"251","El Portalet",7404,13.68954322,0,0,0,0,0,0,0,0.002463054,0,0,0,0.032019704,0,0,0,0,0.012315271,0,0,0,0,0,0,0.120689655,0,0.007389163,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0.012315271,0,0,0,0,0,0,0.066502463,0,0.004926108,0,0.019704433,0.081280788,0,0,0,0,0,0,0,0,0,0,0.007389163,0,0,0.009852217,0,0,0,0,0,0,0.002463054,0,0.002463054,0,0,0,0,0,0.002463054,0,0,0,0,0,0,0.002463054,0,0,0,0,0.012315271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0.002463054,0,0,0,0,0,0,0.31773399,0,0,0.002463054,0,0,0.04679803,0,0,0,0,0.024630542,0,0,0,0,0,0,0,0.049261084,0.004926108,0,0.004926108,0,0,0,0.002463054,0,0,0,0.007389163,0,0,0,0,0,0,0,0,0,0,0.012315271,0,0,0,0.014778325,0.007389163,0,0,0,0.019704433,0,0,0.054187192,0,0.014778325,0,0,0,0.004926108,0,0,0,0,0
"252","El Portalet",7549,8.703899868,0,0,0,0,0,0.002949853,0,0,0,0,0,0.03539823,0,0,0,0,0.01179941,0,0,0,0,0,0,0.147492625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01179941,0,0,0,0,0,0,0.08259587,0,0,0,0.032448378,0.005899705,0,0,0,0,0,0,0,0,0,0,0.005899705,0,0,0.005899705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01179941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383480826,0,0,0.002949853,0,0,0.061946903,0,0,0,0,0.02359882,0,0,0,0,0,0,0,0.067846608,0,0,0,0,0,0,0,0,0,0,0.005899705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01179941,0.005899705,0,0,0,0,0,0,0.07079646,0,0.01179941,0,0,0,0,0,0,0,0,0
"253","El Portalet",7554,8.539308481,0,0,0,0,0,0,0,0.002941176,0,0,0,0.029411765,0,0,0,0,0.005882353,0,0,0,0,0,0,0.138235294,0,0.002941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008823529,0,0,0,0,0,0,0.076470588,0,0,0,0.041176471,0.002941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005882353,0,0,0,0,0,0,0,0,0,0,0.002941176,0,0,0,0,0,0,0,0,0,0,0,0.008823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397058824,0,0,0,0,0,0.070588235,0,0,0,0,0.026470588,0,0,0,0,0,0,0,0.073529412,0.002941176,0,0.002941176,0,0,0,0,0,0,0,0.011764706,0,0,0,0,0.002941176,0,0,0,0,0,0,0,0,0,0.014705882,0.002941176,0,0,0,0,0,0,0.061764706,0,0.005882353,0,0,0,0,0,0,0,0,0
"254","El Portalet",7559,8.53366998,0,0,0,0,0,0.003205128,0,0,0,0,0,0.03525641,0,0,0,0,0.009615385,0,0,0,0,0,0,0.141025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0.080128205,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0.003205128,0,0,0.003205128,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003205128,0,0,0,0,0,0,0,0,0,0,0,0.006410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368589744,0,0,0.003205128,0,0,0.086538462,0,0,0,0,0.032051282,0.009615385,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.006410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006410256,0,0,0.057692308,0,0.003205128,0,0,0,0,0,0,0,0,0
"255","El Portalet",7564,8.05116943,0,0,0,0,0,0,0,0.003194888,0,0,0,0.038338658,0,0,0,0,0.003194888,0,0,0,0,0,0,0.127795527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063897764,0,0,0,0.054313099,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383386581,0,0,0,0,0,0.099041534,0,0,0,0,0.031948882,0,0,0,0,0,0,0,0.095846645,0,0,0.003194888,0,0,0,0.003194888,0,0,0,0.009584665,0,0,0,0,0.003194888,0,0,0,0,0,0,0,0,0,0.006389776,0.006389776,0,0,0,0,0,0,0.054313099,0,0,0,0,0,0,0,0,0,0,0
"256","El Portalet",7569,8.517311378,0,0,0,0,0,0.003367003,0,0.003367003,0,0,0,0.047138047,0,0,0,0,0.003367003,0,0,0,0,0,0,0.127946128,0,0.003367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0,0,0,0,0,0.060606061,0,0,0,0.053872054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35016835,0,0,0,0,0,0.121212121,0,0,0,0,0,0.006734007,0,0,0,0,0,0,0.107744108,0,0,0.003367003,0,0,0,0.003367003,0,0,0,0.006734007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003367003,0.013468013,0,0,0,0.003367003,0,0,0.060606061,0,0.003367003,0,0,0,0,0,0,0,0,0
"257","El Portalet",7574,8.580340662,0,0,0,0,0,0,0,0,0,0,0,0.01650165,0,0,0,0,0.00660066,0,0,0,0,0,0,0.122112211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00330033,0,0,0,0,0,0,0.052805281,0,0,0,0.04950495,0.00330033,0,0,0,0,0,0,0,0.00330033,0,0,0.00330033,0,0,0.00330033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363036304,0,0,0.00660066,0,0,0.122112211,0,0,0,0,0.0330033,0,0,0,0,0,0,0,0.112211221,0.00330033,0,0.00660066,0,0,0,0,0,0,0,0.01320132,0,0,0,0,0.00330033,0,0,0,0,0,0,0,0,0,0,0.01650165,0,0,0,0,0,0,0.04950495,0,0,0,0,0,0,0,0,0,0,0
"258","El Portalet",7579,9.706147839,0,0,0,0,0,0,0,0,0,0,0,0.013157895,0,0,0,0,0.013157895,0,0,0,0,0,0,0.118421053,0,0.003289474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0.049342105,0,0,0,0.059210526,0.003289474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003289474,0,0,0,0,0.003289474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322368421,0,0,0.006578947,0,0,0.134868421,0,0,0,0,0.032894737,0.003289474,0,0,0,0,0,0,0.118421053,0,0,0.009868421,0,0,0,0.003289474,0,0,0,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003289474,0.019736842,0,0,0,0.003289474,0,0,0.046052632,0,0.003289474,0,0,0,0,0,0,0,0,0
"259","El Portalet",7587,16.11830238,0,0.002702703,0,0,0,0.005405405,0,0.002702703,0,0,0,0.016216216,0,0,0,0,0.016216216,0,0,0,0,0,0,0.091891892,0,0,0,0,0,0,0,0,0,0.002702703,0,0,0.002702703,0,0,0,0,0,0,0.005405405,0,0,0,0,0,0,0.035135135,0,0.005405405,0,0.056756757,0.045945946,0,0,0,0,0,0,0,0.002702703,0,0,0.002702703,0,0,0.008108108,0,0,0,0.002702703,0,0,0,0,0.005405405,0.005405405,0,0,0,0,0,0,0,0,0,0,0,0.008108108,0,0,0,0,0.016216216,0,0,0,0,0,0,0.002702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008108108,0,0,0,0,0,0,0,0,0,0.256756757,0,0,0.010810811,0,0,0.110810811,0,0,0,0,0.02972973,0.013513514,0,0,0,0,0,0,0.1,0.002702703,0,0.010810811,0,0,0,0.002702703,0,0,0,0.013513514,0,0.002702703,0,0,0.002702703,0,0,0,0,0,0,0,0,0,0.010810811,0.018918919,0,0,0,0.005405405,0,0,0.043243243,0,0.013513514,0,0,0,0,0,0,0,0,0
"260","El Portalet",7606,10.29513711,0,0,0,0,0,0,0,0.003322259,0,0,0,0.016611296,0,0,0,0,0.016611296,0,0,0,0,0,0,0.109634551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003322259,0,0,0,0,0,0,0.033222591,0,0,0,0.07641196,0.03986711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003322259,0,0,0,0,0,0,0,0,0,0,0,0.009966777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279069767,0,0,0.009966777,0,0,0.136212625,0,0,0,0,0.016611296,0,0,0,0,0,0,0,0.126245847,0,0,0,0,0,0,0.003322259,0,0,0,0.016611296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026578073,0,0,0,0,0,0,0.059800664,0,0.013289037,0,0,0,0,0,0,0,0,0
"261","El Portalet",7626,10.69414087,0,0,0,0,0,0,0,0,0,0,0,0.013377926,0,0,0,0,0.016722408,0,0,0,0,0,0,0.113712375,0,0.003344482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040133779,0,0,0,0.070234114,0.033444816,0,0,0,0,0,0,0,0.003344482,0,0,0,0,0,0.003344482,0,0,0,0.003344482,0,0,0,0,0,0,0,0,0,0,0.003344482,0,0,0,0,0,0,0,0,0,0,0,0.006688963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267558528,0,0,0.003344482,0,0,0.147157191,0,0,0,0,0.023411371,0,0,0,0,0,0,0,0.120401338,0.003344482,0,0,0,0,0,0,0,0,0,0.016722408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013377926,0.023411371,0,0,0,0,0,0,0.063545151,0,0.006688963,0,0,0,0,0,0,0,0,0
"262","El Portalet",7645,9.063214841,0,0,0,0,0,0.003333333,0,0.003333333,0,0,0,0.006666667,0,0,0,0,0.013333333,0,0,0,0,0,0,0.116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0.043333333,0,0,0,0.073333333,0.036666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296666667,0,0,0,0,0,0.15,0,0,0,0,0.026666667,0.006666667,0,0,0,0,0,0,0.116666667,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0
"263","El Portalet",7655,10.2527593,0,0,0,0,0,0,0,0,0,0,0,0.013422819,0,0,0,0,0.006711409,0,0,0,0,0,0,0.120805369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053691275,0,0,0,0.093959732,0.046979866,0,0,0,0,0,0,0,0.010067114,0,0,0,0,0,0.003355705,0,0,0,0.003355705,0,0,0,0,0,0,0,0,0,0,0.003355705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238255034,0,0,0.003355705,0,0,0.157718121,0,0,0,0,0.026845638,0,0,0,0,0,0,0,0.11409396,0,0,0,0,0,0,0,0,0,0,0.006711409,0,0,0,0,0.003355705,0,0,0,0,0,0,0,0,0,0,0.013422819,0,0,0,0.010067114,0,0,0.067114094,0,0.003355705,0,0,0,0,0,0,0,0,0
"264","El Portalet",7664,9.236749947,0,0.003115265,0,0,0,0,0,0.003115265,0,0,0,0.00623053,0,0,0,0,0.009345794,0,0,0,0,0,0,0.115264798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0.052959502,0,0,0,0.096573209,0.046728972,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286604361,0,0,0,0,0,0.152647975,0,0,0,0,0.028037383,0,0,0,0,0,0,0,0.099688474,0,0,0,0,0,0,0.003115265,0,0,0,0.00623053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0.018691589,0,0,0,0.003115265,0,0,0.059190031,0,0,0,0,0,0,0,0,0,0,0
"265","El Portalet",7684,9.629954071,0,0,0,0,0,0.003058104,0,0,0,0,0,0.003058104,0,0,0,0,0.012232416,0,0,0,0,0,0,0.116207951,0,0,0,0,0.003058104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0,0.058103976,0,0,0,0.100917431,0.03058104,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0.006116208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0,0,0,0,0,0,0.003058104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290519878,0,0,0,0,0,0.134556575,0,0,0,0,0.03058104,0,0,0,0,0,0,0,0.091743119,0.003058104,0,0,0,0,0,0,0,0,0,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01529052,0,0,0,0,0,0,0.073394495,0,0.006116208,0,0,0,0,0,0,0,0,0
